rate,churn,model,auc,share_to_dead,alive_ratio,true_alive_share
10,40,ParetoNBD_MLE,0.9260921343092832,0.1390167306317641,0.6816829184472779,0.4561824729891957
10,40,LSTM,0.8400068290462098,0.5004147218477499,0.7040564728274795,0.45368171021377673
10,40,Transformer,0.7877674709765536,0.5084850808200181,0.6891295740830017,0.45368171021377673
10,40,ParetoNBD_MLE,0.9437684953334851,0.11865331513464554,0.7008773802281902,0.45368171021377673
10,40,LSTM,0.8671480705023682,0.4045661051570521,0.9539879086010542,0.42391304347826086
10,40,Transformer,0.7474421688258165,0.5131109260384314,0.9986165180471672,0.42391304347826086
10,40,ParetoNBD_MLE,0.9266038333124286,0.1464281051385484,0.6511373465820772,0.42391304347826086
10,40,LSTM,0.7779391587395444,0.4859233708203419,0.7651610875920072,0.444047619047619
10,40,Transformer,0.774974022768111,0.44851949430776444,1.032572810207181,0.444047619047619
10,40,ParetoNBD_MLE,0.9288596999844998,0.13157667917405916,0.628901872414888,0.444047619047619
10,40,LSTM,0.8714093209754814,0.3991530898730744,0.8750636110283295,0.4620770128354726
10,40,Transformer,0.6986102894454305,0.5222027992755269,0.8369773331748166,0.4620770128354726
10,40,ParetoNBD_MLE,0.9411659983785797,0.10979259011461319,0.642516745068092,0.4620770128354726
10,40,LSTM,0.834762367284054,0.4178747175041288,0.7408657425538914,0.48288075560802834
10,40,Transformer,0.7643740719652565,0.48176029485270094,0.728385171600421,0.48288075560802834
10,40,ParetoNBD_MLE,0.9265247680610913,0.13345088497077098,0.6895418247670921,0.48288075560802834
10,40,LSTM,0.8314623908857139,0.37730622582154794,0.8474574876488737,0.5066026410564226
10,40,Transformer,0.6999544516322459,0.48068186885986897,0.892820598093022,0.5066026410564226
10,40,ParetoNBD_MLE,0.9208784492798745,0.12461641054849142,0.6380597658918229,0.5066026410564226
10,40,LSTM,0.7347847743489945,0.47962894944445184,0.5608836196445718,0.47596153846153844
10,40,Transformer,0.5869966870540265,0.5203722456903305,0.9219468336041801,0.47596153846153844
10,40,ParetoNBD_MLE,0.9367152024835511,0.11927303745194888,0.6843836999239464,0.47596153846153844
10,40,LSTM,0.8470136269755747,0.40246252099873286,0.5029509023275095,0.4528301886792453
10,40,Transformer,0.7115492546695402,0.5309784842785323,0.7265002001967034,0.4528301886792453
10,40,ParetoNBD_MLE,0.9384625314295976,0.12693850656559394,0.6743826599995149,0.4528301886792453
10,40,LSTM,0.8335081264470576,0.3694186603877812,0.8276572741374706,0.46953405017921146
10,40,Transformer,0.8013290007564816,0.44504566796874584,0.5480098250977441,0.46953405017921146
10,40,ParetoNBD_MLE,0.9330255828347432,0.13535674735543826,0.7348208934834456,0.46953405017921146
10,60,LSTM,0.8888811018913059,0.5995372860921828,0.6396041158405484,0.2641509433962264
10,60,Transformer,0.7972733049263662,0.5299785199116013,0.6313583234949206,0.2641509433962264
10,60,ParetoNBD_MLE,0.9499747701278314,0.15817370406304904,0.5801503399318363,0.2641509433962264
10,60,LSTM,0.8935601314666521,0.5758611303815292,0.517560661663129,0.2878581173260573
10,60,Transformer,0.8028726552995223,0.624519999355024,0.7020560425057202,0.2878581173260573
10,60,ParetoNBD_MLE,0.9564244339125856,0.12549337810612987,0.6259234325281537,0.2878581173260573
10,60,LSTM,0.8632144908803676,0.5875548873420555,0.42792989100988127,0.2855209742895805
10,60,Transformer,0.7464858897027145,0.5453974047455421,0.6120586468063898,0.2855209742895805
10,60,ParetoNBD_MLE,0.944577588683039,0.17065638890220836,0.6557628029626847,0.2855209742895805
10,60,LSTM,0.9258987337398725,0.5570489846102441,0.7131310094227181,0.28344370860927154
10,60,Transformer,0.781634909392437,0.5727305471081773,0.7065162751617813,0.28344370860927154
10,60,ParetoNBD_MLE,0.9495612140895192,0.15083469572568042,0.6586550341439047,0.28344370860927154
10,60,LSTM,0.9258574985942646,0.5955076992531873,0.8872604097924847,0.284366576819407
10,60,Transformer,0.6416758151033997,0.7087279219773006,0.6773077753550137,0.284366576819407
10,60,ParetoNBD_MLE,0.9571406895689971,0.18796046671932626,0.7371178208874167,0.284366576819407
10,60,LSTM,0.8801978703939488,0.623676123865495,0.3722783111928543,0.252
10,60,Transformer,0.7405662601741032,0.625465963694547,0.4590346148393344,0.252
10,60,ParetoNBD_MLE,0.9443972875345424,0.19015485147047928,0.5984648586241981,0.252
10,60,LSTM,0.8067381291065502,0.583487450944087,0.5125651252032161,0.30563002680965146
10,60,Transformer,0.7354534986113932,0.6401481780714326,0.6747642791194364,0.30563002680965146
