panel,model,training,cluster,rep,rmse,rmse_customer_total,bias_percent,mape_aggregate,spearman
electronics,ValendinLSTM,archive,kmeans_8,14,0.3813985637325488,4.279513160760016,85.1789363957661,97.30027248586461,0.3248309003324718
electronics,ValendinLSTM,archive,kmeans_8,15,0.39093955709197103,5.732364599356904,134.11792735838978,137.6557597037894,0.27036351583755713
electronics,ValendinLSTM,archive,kmeans_8,16,0.3817249062636638,4.396680024319274,70.56407607988974,78.48363988991532,0.3311878733160495
electronics,ValendinLSTM,archive,kmeans_8,17,0.37769100656460697,3.594269784943237,4.492160799483254,43.0572597049024,0.3124787086358764
electronics,ValendinLSTM,archive,kmeans_8,18,0.38959725579917936,5.684613582134235,140.8047032473962,144.13121998336743,0.2743920041197159
electronics,ValendinLSTM,archive,kmeans_8,19,0.37656334068751407,3.4968344252255767,-4.878323316642769,44.034423972222875,0.27702174968346127
electronics,ValendinLSTM,floored,no_cluster,0,0.37609179394819103,3.2834199896645315,6.183026342042494,36.41615534917371,0.2498083170821318
electronics,ValendinLSTM,floored,no_cluster,1,0.37673741760220975,3.5136246996013596,21.532719634440173,54.09168368751393,0.0899279402501695
electronics,ValendinLSTM,floored,no_cluster,2,0.37716790312836246,3.517960958176031,24.38139035953695,55.17552821816339,0.12172397513202768
electronics,ValendinLSTM,floored,no_cluster,3,0.37627367983856597,3.4747810251415245,-31.97443798056171,44.89331979668958,0.14494917149363423
electronics,ValendinLSTM,floored,no_cluster,4,0.3764109640706439,3.4919803176408983,14.884798678403646,46.24948867786502,0.07789321922033132
electronics,ValendinLSTM,floored,no_cluster,5,0.37632861356810526,3.503420731591663,-25.731425021026734,42.33742335458284,0.2049537502836524
